country,country_code,year,macro_attractiveness_score,gdp_growth_pct,inflation_pct,inflation_volatility_3y,unemployment_pct,trade_pct_gdp,fdi_inflows_pct_gdp
Viet Nam,VNM,2024,100.0,7.09118746633975,3.62109273885843,0.2451872587459338,1.602,173.862024782965,4.23394171325231
India,IND,2024,62.14285714285713,6.49476552383821,4.95303550973656,0.8789527984493932,4.173,44.6492935069676,0.694133152879562
Japan,JPN,2024,56.42857142857143,0.104309021773304,2.73853681635241,0.3941314470882237,2.5,46.4069516150859,0.401239653950032
Germany,DEU,2024,50.71428571428571,-0.495851897260366,2.2564981433876,2.44204618136399,3.4,79.0907305894936,1.01586176558023
United States,USA,2024,46.428571428571416,2.79300127716779,2.94952520485207,2.645802330590653,4.022,25.3786342507088,1.03321085618604
China,CHN,2024,42.857142857142854,4.9773565917572,0.218128938439177,1.0087190186541866,4.59,37.1984201388065,0.0989988051182737
United Kingdom,GBR,2024,41.42857142857143,1.1264226705118,3.2715729463592,2.42579041314563,4.361,62.8401605267118,-0.351465690300773
