country_code,country,year,fdi_inflows_pct_gdp,gdp_growth_pct,inflation_pct,trade_pct_gdp,unemployment_pct,inflation_volatility_3y,growth_rank,trade_rank,fdi_rank,low_unemployment_rank,low_inflation_volatility_rank,macro_attractiveness_score
GBR,United Kingdom,2015,1.53903424150931,2.14040560033371,0.36804684232536,57.125044605439,5.552,0.7658484895237454,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,47.85714285714286
GBR,United Kingdom,2016,11.9998637298189,2.20652020635357,1.0084173681141,59.8395315138259,4.909,0.5445346626020593,0.42857142857142855,0.7142857142857143,1.0,0.2857142857142857,0.7142857142857143,58.57142857142858
GBR,United Kingdom,2017,4.64443540147576,3.02322219840339,2.55775577557747,63.1899245764158,4.501,1.1258588664884668,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.2857142857142857,54.285714285714285
GBR,United Kingdom,2018,-0.864867036878713,1.55133095078786,2.29283990345938,64.9097721959201,4.145,0.8286908520314853,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.14285714285714285,40.0
GBR,United Kingdom,2019,0.688204352262878,1.25629899760824,1.73810460086513,65.0035664177054,3.657,0.4182781617240968,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.42857142857142855,47.14285714285714
GBR,United Kingdom,2020,5.77039185007421,-10.047896637362,0.989486703772491,59.1598893030611,4.472,0.6540756295370574,0.14285714285714285,0.7142857142857143,1.0,0.5714285714285714,0.42857142857142855,51.42857142857142
GBR,United Kingdom,2021,3.20643815254935,8.5431118453255,2.51837109614213,58.53838629291,4.864,0.7644967892597428,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.7142857142857143,67.85714285714285
GBR,United Kingdom,2022,2.91635435189931,5.14970388522993,7.92204883147902,69.1989264413981,3.768,3.642289531945485,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.14285714285714285,59.285714285714285
GBR,United Kingdom,2023,0.403116734836793,0.271650048355255,6.79396706793963,64.9923841747803,4.025,2.850526923414241,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.14285714285714285,37.85714285714286
GBR,United Kingdom,2024,-0.351465690300773,1.1264226705118,3.2715729463592,62.8401605267118,4.361,2.42579041314563,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.42857142857142855,41.42857142857143
IND,India,2014,1.69565958990806,7.41022760508854,6.66565671867899,48.9221857470669,7.656,,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.14285714285714285,,57.14285714285713
IND,India,2015,2.09211521443253,7.99625378571471,4.90697344127256,41.9229138658647,7.629,1.2435768714134696,1.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.42857142857142855,59.28571428571428
IND,India,2016,1.9373641224439,8.25630550179086,4.94821634062141,40.082485713276,7.611,1.003682328491631,1.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.42857142857142855,59.28571428571428
IND,India,2017,1.50731583255894,6.79538341897911,3.32817337461298,40.7424969545225,7.626,0.9236566677202436,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.5714285714285714,50.71428571428571
IND,India,2018,1.55821483801456,6.45385134497769,3.9388264669163,43.6169693323889,7.652,0.8181589421776406,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.2857142857142857,48.57142857142857
IND,India,2019,1.78482633957161,3.87143694070356,3.72950573539129,39.9054035306442,6.51,0.3103170506631502,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.7142857142857143,57.14285714285714
IND,India,2020,2.40620322673636,-5.77772470686801,6.62343677628535,37.7581053292768,7.859,1.6137835744644187,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.14285714285714285,36.42857142857142
IND,India,2021,1.41217101040888,9.68959249192875,5.13140747176369,45.4230887840446,6.38,1.4471994099780863,1.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,55.00000000000001
IND,India,2022,1.49248825904,7.60936497768895,6.69903414079852,50.0752701498882,4.822,0.8840550303895103,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.7142857142857143,60.0
IND,India,2023,0.771919134264091,9.19075493028345,5.64914318907925,44.9928422877561,4.172,0.7987255115657184,1.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.8571428571428571,65.71428571428571
IND,India,2024,0.694133152879562,6.49476552383821,4.95303550973656,44.6492935069676,4.173,0.8789527984493932,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.7142857142857143,62.14285714285713
JPN,Japan,2014,0.403354543401035,0.296205514141889,2.75922671353253,37.4314345686579,3.589,,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8571428571428571,,34.45378151260503
JPN,Japan,2015,0.118161987748241,1.56062669680782,0.795279630579839,35.4274083544798,3.385,1.3887203002473867,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.2857142857142857,33.57142857142857
JPN,Japan,2016,0.818481615264516,0.753826745789127,-0.127258844489754,31.3102468455884,3.132,1.474220938851734,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.2857142857142857,33.57142857142857
JPN,Japan,2017,0.381319638034272,1.67533175173359,0.484199796126385,34.4232135721686,2.822,0.4693487634605091,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.8571428571428571,42.14285714285714
JPN,Japan,2018,0.501685482403774,0.643391023533141,0.989094598021848,36.609931802107,2.467,0.5590237679462144,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.7142857142857143,42.142857142857146
JPN,Japan,2019,0.780785313301259,-0.402169200894946,0.46877615938395,35.2164181084145,2.351,0.2960540286102071,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.8571428571428571,47.14285714285714
JPN,Japan,2020,1.23830386396694,-4.16876457146743,-0.024995834027731,31.335208636773,2.809,0.5071031228850836,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.7142857142857143,50.71428571428571
JPN,Japan,2021,0.695100892094565,2.69657404187188,-0.233352779398264,36.7384462280698,2.808,0.36060330115823985,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.8571428571428571,1.0,51.42857142857144
JPN,Japan,2022,1.12971840820326,0.941998775483285,2.49770278172255,46.8129868368938,2.614,1.5202020370398932,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.5714285714285714,42.857142857142854
JPN,Japan,2023,0.474278368651713,1.47503481053384,3.26813365933163,45.1508795641248,2.6,1.8399563172220408,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.5714285714285714,56.42857142857143
JPN,Japan,2024,0.401239653950032,0.104309021773304,2.73853681635241,46.4069516150859,2.5,0.3941314470882237,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.8571428571428571,56.42857142857143
USA,United States,2014,1.43502130688419,2.52381981363968,1.62222297740817,30.0044781614855,6.168,,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,,36.134453781512605
USA,United States,2015,2.80914762910409,2.94555045484053,0.118627135552451,27.8235649187872,5.28,1.0632028159400746,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.5714285714285714,49.99999999999999
USA,United States,2016,2.53749765919682,1.81945147788167,1.26158320570536,26.6079620604584,4.869,0.7849851462372865,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.5714285714285714,39.285714285714285
USA,United States,2017,1.95521086285051,2.45762229852507,2.13011000365961,27.3130208877206,4.355,1.0088566718281184,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.42857142857142855,37.85714285714285
USA,United States,2018,1.0457039920427,2.96650506901305,2.44258329692817,27.6103792720958,3.896,0.6119285869608001,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.5714285714285714,46.428571428571416
USA,United States,2019,1.47787452846554,2.58382533412825,1.81221007526021,26.4537594940475,3.669,0.31519050379056157,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5714285714285714,45.714285714285715
USA,United States,2020,0.650821071352324,-2.16302914036166,1.23358439630629,23.4015629969394,8.055,0.6046839969005635,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,37.857142857142854
USA,United States,2021,2.04998648308338,6.05505293244555,4.69785886363742,25.6095576621932,5.349,1.85575564982795,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,36.42857142857142
USA,United States,2022,1.62816817042838,2.51237531986017,8.00279982052121,27.3139397355363,3.65,3.3849202298064944,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.2857142857142857,40.0
USA,United States,2023,1.32618252590589,2.88755600749487,4.11633838374488,25.2903297883366,3.638,2.096242006407813,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.2857142857142857,46.42857142857142
USA,United States,2024,1.03321085618604,2.79300127716779,2.94952520485207,25.3786342507088,4.022,2.645802330590653,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.5714285714285714,0.14285714285714285,46.428571428571416
VNM,Viet Nam,2014,3.94086189051961,6.42224312118567,4.08455446637617,135.410521454361,1.256,,0.7142857142857143,1.0,1.0,1.0,,89.9159663865546
VNM,Viet Nam,2015,4.93190773329022,6.98715430598611,0.631200905175754,144.914228195237,1.848,2.441889720959528,0.8571428571428571,1.0,1.0,1.0,0.14285714285714285,82.85714285714286
VNM,Viet Nam,2016,4.90089302916746,6.69000892660424,2.66824816969082,145.409507973118,1.848,1.7359500714092406,0.7142857142857143,1.0,0.8571428571428571,1.0,0.14285714285714285,76.42857142857143
VNM,Viet Nam,2017,5.01148721749681,6.94019037359206,3.52025688811617,160.98008365887,1.874,1.4844822266088233,1.0,1.0,1.0,1.0,0.14285714285714285,87.14285714285715
VNM,Viet Nam,2018,4.99828319622328,7.46500685572751,3.53962805942641,164.663936775893,1.161,0.4975937115737347,1.0,1.0,1.0,1.0,0.8571428571428571,97.85714285714286
VNM,Viet Nam,2019,4.821074861051,7.35926270105006,2.7958236745225,164.704215031408,1.681,0.4239543383899319,1.0,1.0,1.0,1.0,0.2857142857142857,89.28571428571429
VNM,Viet Nam,2020,4.55836196782424,2.86541320912272,3.22093436652514,163.245862814935,2.103,0.37316880303519,1.0,1.0,0.8571428571428571,1.0,1.0,97.85714285714285
VNM,Viet Nam,2021,4.27314566190187,2.55372852648131,1.83471554810444,186.675832836814,2.383,0.7101702311964222,0.14285714285714285,1.0,1.0,1.0,0.8571428571428571,72.14285714285714
VNM,Viet Nam,2022,4.32947308910883,8.53750046755788,3.15650749963129,183.153619147836,1.57,0.7823988110124955,1.0,1.0,1.0,1.0,0.8571428571428571,97.85714285714286
VNM,Viet Nam,2023,4.26407109843686,5.06502391455075,3.25289282667662,164.818071269894,1.645,0.7924277977466033,0.7142857142857143,1.0,1.0,1.0,1.0,91.42857142857143
VNM,Viet Nam,2024,4.23394171325231,7.09118746633975,3.62109273885843,173.862024782965,1.602,0.2451872587459338,1.0,1.0,1.0,1.0,1.0,100.0
