date,CHN (MCHI),DEU (EWG),GBR (EWU),IND (INDA),JPN (EWJ),USA (SPY),VNM (VNM)
2021-11-30,-0.05820338165823613,-0.05803978899327111,-0.04869355470704684,-0.027027040623863074,-0.03026328464179373,-0.008034909815179847,0.02216753949782868
2021-12-31,-0.030399321237076116,0.039381518583927466,0.0624850577178635,0.026168106068479524,0.022770082010405535,0.046247597313394895,0.028715969047024226
2022-01-31,-0.0027084004313786547,-0.023490096280256667,0.02263132862692019,0.0006544458649904161,-0.043010569152033495,-0.052741135245222504,-0.06920904820065943
2022-02-28,-0.0637380102020555,-0.09153377639616012,-0.011802746611209392,-0.046217568817691346,-0.017790452963250214,-0.029516992382245477,-0.013151315872013902
2022-03-31,-0.0975942573894415,-0.02372779968388361,0.0044788683107097604,0.01874284857509978,-0.021131109449918695,0.03759018291271121,-0.032803691697068316
2022-04-30,-0.04594444027086553,-0.08383223420084718,-0.03983354507447734,-0.020865999797199275,-0.08099337843545429,-0.08776886975180709,-0.09697924191761087
2022-05-31,0.026357507408070413,0.05074972228016472,0.026934777682654065,-0.050641682369917396,0.017308332896342815,0.0022570486783264343,-0.05868544250843022
2022-06-30,0.08367829554267958,-0.13278905459269041,-0.08055530386321985,-0.049722431416238555,-0.07390229513867064,-0.0824605019523702,-0.1022444459232078
2022-07-31,-0.10965782955967618,0.02477170969426612,0.03170911844225932,0.08407422566867062,0.06284318626599528,0.09208769481650925,0.02291657842497763
2022-08-31,0.0,-0.07379130277579315,-0.0647040948294757,0.007966236958952377,-0.04559225770937414,-0.040801991463419784,0.04073320106984912
2022-09-30,-0.14348945990292372,-0.09615375267353687,-0.09339321457926053,-0.05206887334917376,-0.08844938769621646,-0.09244589473800546,-0.1324199862564267
2022-10-31,-0.1640038111207306,0.10536971287458341,0.06982078038962691,0.034821074154505416,0.023336746660975516,0.0812756725414594,-0.12180454483926861
2022-11-30,0.321247917096005,0.16361145636961716,0.12446495800837609,0.04834127226155771,0.1162232982346727,0.05559157580042373,0.09417812570823014
2022-12-31,0.02553453490362978,-0.02564781306927766,-0.01287355171416893,-0.056509940911865564,-0.02217818450042186,-0.05762841177869671,-0.06502327472640379
2023-01-31,0.12800015504688478,0.13384563659468096,0.06229618907895751,-0.017968346359875653,0.07770024734038272,0.06288736899366576,0.0886824682869154
2023-02-28,-0.10675628739119336,-0.026747506213994354,-0.008903916138061296,-0.05342767800022319,-0.046531508884166906,-0.025142580664007763,-0.12645470164228145
2023-03-31,0.042415328786552076,0.042872830617465274,-0.0006196373624189899,0.014432957982501327,0.049159879569961706,0.03707769902515312,0.08170524726491468
2023-04-30,-0.043495727521921324,0.0333802009803843,0.051767028053389286,0.04471530839939608,0.0025557481077047584,0.015974849003387526,-0.002463100017788711
2023-05-31,-0.09388088002852024,-0.048622913906512744,-0.05982904301778669,0.01410508987540915,0.008497631909097914,0.0046163864869936955,0.023045282842112602
2023-06-30,0.044432673806318324,0.049013508706321485,0.033794822868773,0.04994930920755625,0.05032224426148035,0.06479979241042755,0.06999196290131016
2023-07-31,0.11309779432184186,0.02625132164358157,0.02936624498498741,0.024256225705395318,0.024555711442758144,0.03273325117013415,0.13157882380134356
2023-08-31,-0.09819267209206395,-0.047748961278731405,-0.03903895352926201,-0.017649579553631,-0.028066904247643687,-0.016252006171284528,0.007308973212612591
2023-09-30,-0.0360721492159084,-0.06160454925727066,-0.011250020045835862,0.005685670546041965,-0.021901313686675916,-0.04743451568540813,-0.10686016725218173
2023-10-31,-0.03418797605129842,-0.03893130569733527,-0.03603037289858757,-0.02216192798068528,-0.02205999666627212,-0.021708560256690212,-0.14623329707950894
2023-11-30,0.020808274010169603,0.12827639778626665,0.06196724026597633,0.06429233433655979,0.06190631567242377,0.09134364769593661,0.13321795026625582
2023-12-31,-0.021943242644741456,0.04512524951624597,0.04369110452345826,0.06062577480442877,0.038810135338640084,0.04565542533494926,0.03953508059744548
2024-01-31,-0.10309288652753956,-0.02088252400208024,-0.018759452176243974,0.022126614850389137,0.03227327401036617,0.01592656463792297,-0.01702786057110528
2024-02-29,0.06704979210687756,0.05400755863104978,0.009867472782019826,0.025456034791218274,0.04395097049153618,0.052186758404574984,0.06377956322777001
2024-03-31,0.018979221530374346,0.036227199327004245,0.04458010541376378,0.008404983327773063,0.0322627887574396,0.03270198831466131,0.02886746047072264
2024-04-30,0.05386358183968443,-0.04062999732224848,0.014323274065029423,0.014731504810875595,-0.0571829774731194,-0.04031965128950232,-0.12230217360650042
2024-05-31,0.04657277095556389,0.052527991773654525,0.046685838358504705,0.012607426470868877,0.02527125974882849,0.05057953393669323,0.03360657323604621
2024-06-30,-0.03345353655237493,-0.021594002832780457,-0.0210855783748386,0.05225427719034759,-0.003267644683558557,0.035280255474032796,-0.034892935859126895
2024-07-31,-0.015413864165899294,0.016002620716566884,0.03956415505391386,0.02940127625106581,0.04000600404750698,0.01210914745285474,-0.008216932482886685
2024-08-31,0.007466360841341224,0.048858873832882566,0.03502484785284654,0.00522470535710462,0.01409040274148654,0.02336554813761582,0.03976806311242287
2024-09-30,0.2170689907589931,0.03708246923135339,-0.00319740874103025,0.014033164492905259,-0.005974590593831208,0.02100475632998955,0.018326682244887316
2024-10-31,-0.03260652523928187,-0.044917301437900514,-0.04971945655298926,-0.06338625784238916,-0.048504477008718405,-0.008923672550919637,-0.06807510982298737
2024-11-30,-0.03918787152273118,-0.0015470537792875438,0.007032333258276902,-0.0007296997030946661,0.023799144000815176,0.05963347809037822,-0.012594426504294653
2024-12-31,0.009213787483002056,-0.013944817412544497,-0.033263021678175964,-0.03211325836064016,-0.022124738122594412,-0.024060211311645263,-0.023809636029395453
2025-01-31,0.033077209530684826,0.08830926105525583,0.05044241935115723,-0.03134494168527879,0.018032736201863298,0.0268565388896731,0.00696874611351328
2025-02-28,0.10679616186378738,0.041582372600285744,0.040157391434865186,-0.05667784093378758,0.0023422847397340796,-0.012694935709927635,0.04152245130241061
2025-03-31,0.01530420049664194,0.028001159031982414,0.011609052590667579,0.07027029470559665,0.0013144781847895803,-0.05571911592986334,0.03654484311481876
2025-04-30,-0.05036771273190099,0.06499461370315762,0.016813396921444568,0.04059829392331604,0.0418610968094526,-0.008670179898342067,-0.03285257858298696
2025-05-31,0.022454567536937642,0.06280072353856281,0.0477689941558046,0.013813733109621307,0.037659362161511334,0.06284486771162645,0.12593213387637214
2025-06-30,0.05347512532315446,0.02486524016892666,0.015362648296482151,0.025225536682798033,0.01965548511497106,0.05138627117156358,0.011773327943069845
2025-07-31,0.04228673534868199,-0.027416681866249792,0.0022658699737574395,-0.05459771729284202,-0.01800717626593673,0.023031441524578256,0.16436363368466012
2025-08-31,0.06756056873789218,0.017739963916580503,0.04144680802019329,-0.012537991167642315,0.06329801713531547,0.020519537835420598,0.1424110994243244
2025-09-30,0.07404990596726369,-0.006447002169950533,0.012301093509731409,0.0015390887218011962,0.024655069665523444,0.035620412937162005,-0.024603700916273397
2025-10-31,-0.03462418575064807,-0.021148787676208536,0.01667841888270294,0.03668843252071108,0.0403939056076299,0.02383732196113164,-0.022982072689105237
2025-11-30,-0.021551001526306512,0.004664832527482732,0.011249227815043117,0.013711281212379633,-0.005272558085539059,0.0019500340229998692,0.05220881023946933
2025-12-31,-0.02244048970007828,0.03861197218365886,0.03892124997195223,-0.01206360552836172,0.009047119967566353,0.0007975195784812872,0.04250314181341741
2026-01-31,0.038788111251737645,0.014352955537683787,0.0495679929028241,-0.042738160799266955,0.06167950815822687,0.0147377327962257,-0.0005241210126741835
2026-02-28,-0.05352564216208722,0.028531652164741184,0.05459273106789131,0.01024350139357355,0.07757817815187806,-0.008641951723092456,0.0005243958595630982
2026-03-31,-0.04876398579661512,-0.10532255226819198,-0.0640920072375809,-0.10388368581636898,-0.08585038507503162,-0.04937954609873141,-0.09276731996023357
2026-04-30,0.017799928703593704,0.04865138377260214,0.046312483144288485,0.05337318513782874,0.04369960570018039,0.04477656904802374,0.051415443353892476
