country_code,country,ticker,asset_name,latest_market_date,market_window_start,market_window_days,ann_return_3y,ann_volatility_3y,sharpe_3y,max_drawdown_3y,momentum_12m
DEU,Germany,EWG,iShares MSCI Germany ETF,2026-04-10,2023-04-10,754,0.15946881685625436,0.17194017929534922,0.6799514546567479,-0.15805561409494728,0.18133482334558582
JPN,Japan,EWJ,iShares MSCI Japan ETF,2026-04-10,2023-04-10,754,0.18670594228846982,0.18662191835512743,0.7609022123928172,-0.14676188289567482,0.43518527434152565
GBR,United Kingdom,EWU,iShares MSCI United Kingdom ETF,2026-04-10,2023-04-10,754,0.17665757494531298,0.14154481940713257,0.8968191193968719,-0.12634904142033843,0.43021719119048574
IND,India,INDA,iShares MSCI India ETF,2026-04-10,2023-04-10,754,0.07655416699759265,0.1390569189411091,0.26861095350570874,-0.22721965084828621,-0.023357092131507384
CHN,China,MCHI,iShares MSCI China ETF,2026-04-10,2023-04-10,754,0.07723712552158735,0.2738180692824186,0.23570182556069427,-0.258480074652661,0.21823482746651113
USA,United States,SPY,SPDR S&P 500 ETF Trust,2026-04-10,2023-04-10,754,0.1995982718396927,0.15185243015614286,0.9740813722732514,-0.18755225458981695,0.3100937826206176
VNM,Viet Nam,VNM,VanEck Vietnam ETF,2026-04-10,2023-04-10,754,0.16093784385490828,0.2564054547682456,0.5322775940847888,-0.3160025496024531,0.6125273661183164
